score,verdict,prompt_score,answer_score,context_score,value_score,source,deck_path,front_clean,front,back_clean,example,note_fa,source_url,source_context,note_id
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,convaincre,convaincre,to convince,,,,,f4521ba33e8f4bedaeb30decab9b68d2
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,"entêté, entêtée","entêté, entêtée",stubborn,,,,,6c6ddb7c4ab24fb3880690ebd7c1b077
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'activisme,l'activisme,activism,,,,,a99321a8a48747a197c202de34db6155
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'anecdote,l'anecdote,anecdote,,,,,ff23de40c82b4f8da1b1f03c28645307
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'assurance,l'assurance,confidence,,,,,54be4fd720514896a9da0ede0809f2c8
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'avis,l'avis,opinion,,,,,50f3e3d36f194224be04bac1a1958430
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'idéologie,l'idéologie,ideology,,,,,4d3d5d4ceaa24406bb48ae812f6deab0
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,"l'influenceur, l'influenceuse","l'influenceur, l'influenceuse",influencer,,,,,9bff79bd9771468e875882284d720970
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'internaute,l'internaute,internet user,,,,,4a9dc6f0da01464a93ca05c7a2859283
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'urbanisme,l'urbanisme,urban planning,,,,,5f1a9b3f721b4df58049ef6183ede643
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,l'équilibre,l'équilibre,balance,,,,,2d2a68c7ac9146538383fac6d7253562
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,la croyance,la croyance,belief,,,,,522e606fe40a4659b3512560c58ba78f
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,la perspective,la perspective,perspective,,,,,cf8efcfd66d3490287f5d08b162f571f
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,la polémique,la polémique,controversy,,,,,9e7994825fce4b9bbe51c27762269af5
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,la tolérance,la tolérance,tolerance,,,,,6b09ef4505be455cb02f9cb4a864c7da
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,la vidéoconférence,la vidéoconférence,video conference,,,,,704f1c1e5066465a867f0264dc52bde9
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,"le blogueur, la blogueuse","le blogueur, la blogueuse",blogger,,,,,b6b72c06276e4e17bc0c9fcf3d2fde7c
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le cyberharcèlement,le cyberharcèlement,cyberbullying,,,,,b7d137ba7a73437387efbfe8a9c814b1
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le défi,le défi,challenge,,,,,ad831aac184e46d1a5a1f1b45fe3341e
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le podcast,le podcast,podcast,,,,,6c6621f763e547c3ab111e17d902e278
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le réseau social,le réseau social,social network,,,,,ee8f369fb0b442fc80aa1adcd06a4814
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le résultat,le résultat,result,,,,,e13c1feded0347c4a0ed3b724cf0d30a
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le tutoriel,le tutoriel,tutorial,,,,,2652b5bb7d9c45719998ed609a17582d
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,le vivre ensemble,le vivre ensemble,living together,,,,,fcab9c79a4e343bc854d69e1a19bd62f
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,maîtriser,maîtriser,to master,,,,,3c2102a2ef504e26891e558e36c98332
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,mémoriser,mémoriser,to memorise,,,,,f791aa31e9684bef8451a407f029f40f
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,"ouvert, ouverte","ouvert, ouverte",open-minded,,,,,75fb1ddec9f348fc931e191b67e72322
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,pacifique,pacifique,peaceful,,,,,6371e3a62c7d43149332c35bcaaaa4da
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,"radical, radicale","radical, radicale",radical,,,,,acda721a8f124fde96fdde33e4eceabc
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,résoudre,résoudre,to solve,,,,,204b20326ac443978f75962886c6560d
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,surfer sur le net,surfer sur le net,to surf the net,,,,,2a0f40dbb5fd44759c1b9dcb31f3ff14
42,rewrite/remove candidate,22,8,0,12,lingoda,French::Lingoda,éviter,éviter,to avoid,,,,,c1a6d4626fe54ee4bbc7950ff288859e
