note_id,user_id,deck_id,deck_path,note_type,front,back,example,note_fa,source_page,lingoda_status,fields_json,source_key,source,created_at,updated_at,references_json
a03ad714724c49e380675ba86daca62f,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,subir,"Supporter qqch que l'on n'a pas choisi. <i>Subir une attaque, subir des critiques.</i>","est accusé, il est accusé, il a subi depuis qu'il a été élèire et tout cela",,,,"{""back"":""Supporter qqch que l'on n'a pas choisi. <i>Subir une attaque, subir des critiques.</i>"",""front"":""subir"",""example"":""est accusé, il est accusé, il a subi depuis qu'il a été élèire et tout cela"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""est accusé, il est accusé, il a subi depuis qu'il a été élèire et tout cela""}",subir,language-reactor,2026-08-25T12:00:34.296876+00:00,2026-08-31T13:53:24.523755+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.296876+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""cd12672dc3b44ee1b78112fab658c8a1""}]"
b29b60e384904c939815fe6957fb250f,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,un bassin,"Ici : zone géographique formant un ensemble. <i>Un bassin de population, un bassin d'emploi.</i>",pèse sur des bassins entiers de population. Mais Jean-Luc Mélenchon ne,,,,"{""back"":""Ici : zone géographique formant un ensemble. <i>Un bassin de population, un bassin d'emploi.</i>"",""front"":""un bassin"",""example"":""pèse sur des bassins entiers de population. Mais Jean-Luc Mélenchon ne"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""pèse sur des bassins entiers de population. Mais Jean-Luc Mélenchon ne""}",un bassin,language-reactor,2026-08-25T12:00:34.186542+00:00,2026-08-31T13:53:24.588835+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.186542+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""35c3a7f46a1546a9aeeffc3ee199b6f4""}]"
5e890003aac248689cc7214c8bd6351e,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,un bilan,"Résultat chiffré ou évaluation d'une action, d'une période, d'un mandat. <i>Tirer un bilan ; le bilan d'un gouvernement.</i>","Donc Édouard Philippe peut promettre ce qu'il veut. Il a un bilan, celui du",,,,"{""back"":""Résultat chiffré ou évaluation d'une action, d'une période, d'un mandat. <i>Tirer un bilan ; le bilan d'un gouvernement.</i>"",""front"":""un bilan"",""example"":""Donc Édouard Philippe peut promettre ce qu'il veut. Il a un bilan, celui du"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""Donc Édouard Philippe peut promettre ce qu'il veut. Il a un bilan, celui du""}",un bilan,language-reactor,2026-08-25T12:00:34.031033+00:00,2026-08-31T13:53:24.65027+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.031033+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""907d5a76708e40e3b47d9ae0d65ee64c""}]"
df7edab81016433c93f0d0adfa252a6a,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,une enquête,"Recherche méthodique de faits — judiciaire, policière ou journalistique.",enquête du parquet national financier et sa réaction sur les réseaux sociaux.,,,,"{""back"":""Recherche méthodique de faits — judiciaire, policière ou journalistique."",""front"":""une enquête"",""example"":""enquête du parquet national financier et sa réaction sur les réseaux sociaux."",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""enquête du parquet national financier et sa réaction sur les réseaux sociaux.""}",une enquete,language-reactor,2026-08-25T12:00:34.366974+00:00,2026-08-31T13:53:24.67475+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.366974+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""9fe4821123a1467bbf117fd27fd77461""}]"
fe59c868745c4cebaacfcf398b1e42b8,108648163,301f0938b491455a90fa8b83a31a606a,French::Language Reactor::Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza,vocab,une plainte,"Démarche par laquelle on signale une infraction à la justice. <i>Porter plainte, déposer une plainte.</i>",d'élu. Une enquête a été ouverte par des plaintes après des plaintes de la de,,,,"{""back"":""Démarche par laquelle on signale une infraction à la justice. <i>Porter plainte, déposer une plainte.</i>"",""front"":""une plainte"",""example"":""d'élu. Une enquête a été ouverte par des plaintes après des plaintes de la de"",""source_url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA"",""source_title"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""source_context"":""d'élu. Une enquête a été ouverte par des plaintes après des plaintes de la de""}",une plainte,language-reactor,2026-08-25T12:00:34.341286+00:00,2026-08-31T13:53:24.728454+00:00,"[{""kind"":""content"",""label"":""Rima Hassan est poursuivie pour son engagement contre le génocide à Gaza"",""locator"":{""url"":""https://www.youtube.com/watch?v=hjMLn8XcRIA""},""asset_id"":null,""content_id"":""97385ae9-b0bb-4b7c-b2a1-d4c39269246f"",""created_at"":""2026-08-25T12:00:34.341286+00:00"",""segment_id"":null,""highlight_id"":null,""reference_id"":""92dcf72bdad04bf6a03ac02b943e3e9d""}]"
0682dbd2f06141a397d86b0e1a19aac1,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,autant que possible,as much as possible,,,,Known,"{""back"":""as much as possible"",""front"":""autant que possible"",""lingoda_status"":""Known""}",autant que possible,lingoda,2026-08-24T20:27:19.55197+00:00,2026-08-31T13:53:24.750976+00:00,[]
3598ed5ae1aa4d58b5384acb18de2bdc,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,avoir des idées tranchées,to have strong opinions,,,,New,"{""back"":""to have strong opinions"",""front"":""avoir des idées tranchées"",""lingoda_status"":""New""}",avoir des idees tranchees,lingoda,2026-08-24T20:27:19.912231+00:00,2026-08-31T13:53:24.768965+00:00,[]
f4521ba33e8f4bedaeb30decab9b68d2,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,convaincre,to convince,,,,New,"{""back"":""to convince"",""front"":""convaincre"",""lingoda_status"":""New""}",convaincre,lingoda,2026-08-24T20:27:19.603586+00:00,2026-08-31T13:53:24.810374+00:00,[]
6c6ddb7c4ab24fb3880690ebd7c1b077,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,"entêté, entêtée",stubborn,,,,New,"{""back"":""stubborn"",""front"":""entêté, entêtée"",""lingoda_status"":""New""}","entete, entetee",lingoda,2026-08-24T20:27:19.92987+00:00,2026-08-31T13:53:24.820842+00:00,[]
c1a6d4626fe54ee4bbc7950ff288859e,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,éviter,to avoid,,,,Known,"{""back"":""to avoid"",""front"":""éviter"",""lingoda_status"":""Known""}",eviter,lingoda,2026-08-24T20:27:19.621331+00:00,2026-08-31T13:53:24.833122+00:00,[]
a99321a8a48747a197c202de34db6155,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'activisme,activism,,,,New,"{""back"":""activism"",""front"":""l'activisme"",""lingoda_status"":""New""}",l'activisme,lingoda,2026-08-24T20:27:19.648495+00:00,2026-08-31T13:53:24.856343+00:00,[]
ff23de40c82b4f8da1b1f03c28645307,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'anecdote,anecdote,,,,Known,"{""back"":""anecdote"",""front"":""l'anecdote"",""lingoda_status"":""Known""}",l'anecdote,lingoda,2026-08-24T20:27:19.662466+00:00,2026-08-31T13:53:24.879154+00:00,[]
54be4fd720514896a9da0ede0809f2c8,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'assurance,confidence,,,,New,"{""back"":""confidence"",""front"":""l'assurance"",""lingoda_status"":""New""}",l'assurance,lingoda,2026-08-24T20:27:19.686724+00:00,2026-08-31T13:53:24.892228+00:00,[]
50f3e3d36f194224be04bac1a1958430,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'avis,opinion,,,,New,"{""back"":""opinion"",""front"":""l'avis"",""lingoda_status"":""New""}",l'avis,lingoda,2026-08-24T20:27:19.94808+00:00,2026-08-31T13:53:24.916911+00:00,[]
2d2a68c7ac9146538383fac6d7253562,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'équilibre,balance,,,,New,"{""back"":""balance"",""front"":""l'équilibre"",""lingoda_status"":""New""}",l'equilibre,lingoda,2026-08-24T20:27:19.722684+00:00,2026-08-31T13:53:24.932826+00:00,[]
4d3d5d4ceaa24406bb48ae812f6deab0,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'idéologie,ideology,,,,New,"{""back"":""ideology"",""front"":""l'idéologie"",""lingoda_status"":""New""}",l'ideologie,lingoda,2026-08-24T20:27:19.966564+00:00,2026-08-31T13:53:24.946958+00:00,[]
9bff79bd9771468e875882284d720970,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,"l'influenceur, l'influenceuse",influencer,,,,Known,"{""back"":""influencer"",""front"":""l'influenceur, l'influenceuse"",""lingoda_status"":""Known""}","l'influenceur, l'influenceuse",lingoda,2026-08-24T20:27:20.121765+00:00,2026-08-31T13:53:24.962316+00:00,[]
ff811a7d838d45c68fe89168d1cad628,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'intelligence artificielle,artificial intelligence,,,,Known,"{""back"":""artificial intelligence"",""front"":""l'intelligence artificielle"",""lingoda_status"":""Known""}",l'intelligence artificielle,lingoda,2026-08-24T20:27:19.737827+00:00,2026-08-31T13:53:24.973476+00:00,[]
4a9dc6f0da01464a93ca05c7a2859283,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'internaute,internet user,,,,Known,"{""back"":""internet user"",""front"":""l'internaute"",""lingoda_status"":""Known""}",l'internaute,lingoda,2026-08-24T20:27:20.137004+00:00,2026-08-31T13:53:24.98692+00:00,[]
0f0b1498c27e4418bb1c9bd7342e0cb0,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'organisation politique,political organisation,,,,Known,"{""back"":""political organisation"",""front"":""l'organisation politique"",""lingoda_status"":""Known""}",l'organisation politique,lingoda,2026-08-24T20:27:19.756006+00:00,2026-08-31T13:53:24.998764+00:00,[]
5f1a9b3f721b4df58049ef6183ede643,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,l'urbanisme,urban planning,,,,Known,"{""back"":""urban planning"",""front"":""l'urbanisme"",""lingoda_status"":""Known""}",l'urbanisme,lingoda,2026-08-24T20:27:19.771763+00:00,2026-08-31T13:53:25.026624+00:00,[]
522e606fe40a4659b3512560c58ba78f,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,la croyance,belief,,,,New,"{""back"":""belief"",""front"":""la croyance"",""lingoda_status"":""New""}",la croyance,lingoda,2026-08-24T20:27:19.988422+00:00,2026-08-31T13:53:25.060888+00:00,[]
6207baf9e45949dcbaa6be0cd8d5c437,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,la découverte scientifique,scientific discovery,,,,New,"{""back"":""scientific discovery"",""front"":""la découverte scientifique"",""lingoda_status"":""New""}",la decouverte scientifique,lingoda,2026-08-24T20:27:19.781069+00:00,2026-08-31T13:53:25.082249+00:00,[]
cf8efcfd66d3490287f5d08b162f571f,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,la perspective,perspective,,,,New,"{""back"":""perspective"",""front"":""la perspective"",""lingoda_status"":""New""}",la perspective,lingoda,2026-08-24T20:27:20.000321+00:00,2026-08-31T13:53:25.106996+00:00,[]
9e7994825fce4b9bbe51c27762269af5,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,la polémique,controversy,,,,New,"{""back"":""controversy"",""front"":""la polémique"",""lingoda_status"":""New""}",la polemique,lingoda,2026-08-24T20:27:20.017836+00:00,2026-08-31T13:53:25.119909+00:00,[]
6b09ef4505be455cb02f9cb4a864c7da,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,la tolérance,tolerance,,,,New,"{""back"":""tolerance"",""front"":""la tolérance"",""lingoda_status"":""New""}",la tolerance,lingoda,2026-08-24T20:27:20.0374+00:00,2026-08-31T13:53:25.140189+00:00,[]
704f1c1e5066465a867f0264dc52bde9,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,la vidéoconférence,video conference,,,,Known,"{""back"":""video conference"",""front"":""la vidéoconférence"",""lingoda_status"":""Known""}",la videoconference,lingoda,2026-08-24T20:27:20.150607+00:00,2026-08-31T13:53:25.150082+00:00,[]
b6b72c06276e4e17bc0c9fcf3d2fde7c,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,"le blogueur, la blogueuse",blogger,,,,Known,"{""back"":""blogger"",""front"":""le blogueur, la blogueuse"",""lingoda_status"":""Known""}","le blogueur, la blogueuse",lingoda,2026-08-24T20:27:20.174215+00:00,2026-08-31T13:53:25.164395+00:00,[]
b7d137ba7a73437387efbfe8a9c814b1,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le cyberharcèlement,cyberbullying,,,,New,"{""back"":""cyberbullying"",""front"":""le cyberharcèlement"",""lingoda_status"":""New""}",le cyberharcelement,lingoda,2026-08-24T20:27:20.19319+00:00,2026-08-31T13:53:25.178322+00:00,[]
ad831aac184e46d1a5a1f1b45fe3341e,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le défi,challenge,,,,New,"{""back"":""challenge"",""front"":""le défi"",""lingoda_status"":""New""}",le defi,lingoda,2026-08-24T20:27:19.794374+00:00,2026-08-31T13:53:25.207511+00:00,[]
6c6621f763e547c3ab111e17d902e278,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le podcast,podcast,,,,Known,"{""back"":""podcast"",""front"":""le podcast"",""lingoda_status"":""Known""}",le podcast,lingoda,2026-08-24T20:27:20.210394+00:00,2026-08-31T13:53:25.23112+00:00,[]
ee8f369fb0b442fc80aa1adcd06a4814,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le réseau social,social network,,,,Known,"{""back"":""social network"",""front"":""le réseau social"",""lingoda_status"":""Known""}",le reseau social,lingoda,2026-08-24T20:27:19.817508+00:00,2026-08-31T13:53:25.242976+00:00,[]
e13c1feded0347c4a0ed3b724cf0d30a,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le résultat,result,,,,New,"{""back"":""result"",""front"":""le résultat"",""lingoda_status"":""New""}",le resultat,lingoda,2026-08-24T20:27:19.838416+00:00,2026-08-31T13:53:25.278425+00:00,[]
2652b5bb7d9c45719998ed609a17582d,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le tutoriel,tutorial,,,,New,"{""back"":""tutorial"",""front"":""le tutoriel"",""lingoda_status"":""New""}",le tutoriel,lingoda,2026-08-24T20:27:20.223857+00:00,2026-08-31T13:53:25.309435+00:00,[]
fcab9c79a4e343bc854d69e1a19bd62f,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,le vivre ensemble,living together,,,,New,"{""back"":""living together"",""front"":""le vivre ensemble"",""lingoda_status"":""New""}",le vivre ensemble,lingoda,2026-08-24T20:27:20.051644+00:00,2026-08-31T13:53:25.334165+00:00,[]
3c2102a2ef504e26891e558e36c98332,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,maîtriser,to master,,,,Known,"{""back"":""to master"",""front"":""maîtriser"",""lingoda_status"":""Known""}",maitriser,lingoda,2026-08-24T20:27:19.853469+00:00,2026-08-31T13:53:25.348827+00:00,[]
f791aa31e9684bef8451a407f029f40f,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,mémoriser,to memorise,,,,New,"{""back"":""to memorise"",""front"":""mémoriser"",""lingoda_status"":""New""}",memoriser,lingoda,2026-08-24T20:27:19.870741+00:00,2026-08-31T13:53:25.368913+00:00,[]
75fb1ddec9f348fc931e191b67e72322,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,"ouvert, ouverte",open-minded,,,,New,"{""back"":""open-minded"",""front"":""ouvert, ouverte"",""lingoda_status"":""New""}","ouvert, ouverte",lingoda,2026-08-24T20:27:20.064152+00:00,2026-08-31T13:53:25.383365+00:00,[]
6371e3a62c7d43149332c35bcaaaa4da,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,pacifique,peaceful,,,,New,"{""back"":""peaceful"",""front"":""pacifique"",""lingoda_status"":""New""}",pacifique,lingoda,2026-08-24T20:27:20.081382+00:00,2026-08-31T13:53:25.396319+00:00,[]
acda721a8f124fde96fdde33e4eceabc,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,"radical, radicale",radical,,,,New,"{""back"":""radical"",""front"":""radical, radicale"",""lingoda_status"":""New""}","radical, radicale",lingoda,2026-08-24T20:27:20.09584+00:00,2026-08-31T13:53:25.41113+00:00,[]
204b20326ac443978f75962886c6560d,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,résoudre,to solve,,,,Known,"{""back"":""to solve"",""front"":""résoudre"",""lingoda_status"":""Known""}",resoudre,lingoda,2026-08-24T20:27:19.882654+00:00,2026-08-31T13:53:25.426455+00:00,[]
8d10b81b55c74cb5a925152903c389fb,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,s'exprimer,to express oneself,,,,Known,"{""back"":""to express oneself"",""front"":""s'exprimer"",""lingoda_status"":""Known""}",s'exprimer,lingoda,2026-08-24T20:27:19.897603+00:00,2026-08-31T13:53:25.450135+00:00,[]
2a0f40dbb5fd44759c1b9dcb31f3ff14,108648163,bd25f0af3cf6482b8ef6a8be70db3eb2,French::Lingoda,vocab,surfer sur le net,to surf the net,,,,New,"{""back"":""to surf the net"",""front"":""surfer sur le net"",""lingoda_status"":""New""}",surfer sur le net,lingoda,2026-08-24T20:27:20.237209+00:00,2026-08-31T13:53:25.464119+00:00,[]
0e022505a2994c3cb9b74af698737c64,108648163,c7daccf838fe4ba6b4a5783d744c814b,French::Édito B1::Grammaire,grammar,**avant de** + infinitif,*Avant* + **nom** ; *avant de* + **infinitif**.,avant le repas · avant **de** partir,,,,"{""back"":""*Avant* + **nom** ; *avant de* + **infinitif**."",""front"":""**avant de** + infinitif"",""example"":""avant le repas · avant **de** partir"",""source_context"":""avant le repas · avant **de** partir"",""source_collection"":""Édito B1""}",**avant de** + infinitif,vocab.md,2026-08-24T15:44:29.816213+00:00,2026-08-31T13:53:25.478265+00:00,[]
55a82987e6e04dbb8a2cf813fbadbbb7,108648163,c7daccf838fe4ba6b4a5783d744c814b,French::Édito B1::Grammaire,grammar,**des → de** devant un adjectif,"Au pluriel, quand l'adjectif est placé **avant** le nom, *des* devient *de*.",de jolies fleurs · de nouveaux films · de nouvelles séries *(mais : des films nouveaux — adjectif après le nom)*,,,,"{""back"":""Au pluriel, quand l'adjectif est placé **avant** le nom, *des* devient *de*."",""front"":""**des → de** devant un adjectif"",""example"":""de jolies fleurs · de nouveaux films · de nouvelles séries *(mais : des films nouveaux — adjectif après le nom)*"",""source_context"":""de jolies fleurs · de nouveaux films · de nouvelles séries *(mais : des films nouveaux — adjectif après le nom)*"",""source_collection"":""Édito B1""}",**des → de** devant un adjectif,vocab.md,2026-08-24T15:44:29.794435+00:00,2026-08-31T13:53:25.507727+00:00,[]
7955d50f86da4d90b37c9c2525a7eb10,108648163,c7daccf838fe4ba6b4a5783d744c814b,French::Édito B1::Grammaire,grammar,**dont**,Pronom relatif qui remplace un complément introduit par **de**. Le verbe ou l'adjectif de la relative se construit toujours avec *de*.,c'est le plat **dont** j'ai envie *(avoir envie **de**)* · c'est la personne **dont** je vous ai déjà parlé *(parler **de**)* · c'est la situation **dont** je suis satisfait *(être satisfait **de**)* · c'est le stylo **dont** j'ai besoin *(avoir besoin **de**)* — cf. « de ce stylo-là »,,,,"{""back"":""Pronom relatif qui remplace un complément introduit par **de**. Le verbe ou l'adjectif de la relative se construit toujours avec *de*."",""front"":""**dont**"",""example"":""c'est le plat **dont** j'ai envie *(avoir envie **de**)* · c'est la personne **dont** je vous ai déjà parlé *(parler **de**)* · c'est la situation **dont** je suis satisfait *(être satisfait **de**)* · c'est le stylo **dont** j'ai besoin *(avoir besoin **de**)* — cf. « de ce stylo-là »"",""source_context"":""c'est le plat **dont** j'ai envie *(avoir envie **de**)* · c'est la personne **dont** je vous ai déjà parlé *(parler **de**)* · c'est la situation **dont** je suis satisfait *(être satisfait **de**)* · c'est le stylo **dont** j'ai besoin *(avoir besoin **de**)* — cf. « de ce stylo-là »"",""source_collection"":""Édito B1""}",**dont**,vocab.md,2026-08-24T15:44:29.780058+00:00,2026-08-31T13:53:25.543567+00:00,[]
4b2c5bc3037e4f7494230947df7e0cd5,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,à l’époque où,À la période où ; pendant le temps où.,"À l’époque où je vivais à Paris, je prenais le métro chaque jour.",,26,,"{""back"":""À la période où ; pendant le temps où."",""front"":""à l’époque où"",""example"":""À l’époque où je vivais à Paris, je prenais le métro chaque jour."",""source_page"":""26"",""original_front"":""l'époque où"",""source_collection"":""Édito B1""}",a l’epoque ou,vocab.md,2026-08-24T15:44:29.271955+00:00,2026-08-31T14:21:10.855455+00:00,[]
fb97b09582de40f3be811e4800fc23d1,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,à quelle vitesse,À quel rythme ; avec quelle rapidité.,À quelle vitesse roule ce train ?,,26,,"{""back"":""À quel rythme ; avec quelle rapidité."",""front"":""à quelle vitesse"",""example"":""À quelle vitesse roule ce train ?"",""source_page"":""26"",""original_front"":""À quelle vitesse"",""source_collection"":""Édito B1""}",a quelle vitesse,vocab.md,2026-08-24T15:44:29.055463+00:00,2026-08-31T14:21:10.326168+00:00,[]
7e05189007a8403d9c077fbf806752bf,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,au maximum,Pas plus de ; tout au plus.,Vous pouvez prendre au maximum deux comprimés par jour.,,26,,"{""back"":""Pas plus de ; tout au plus."",""front"":""au maximum"",""example"":""Vous pouvez prendre au maximum deux comprimés par jour."",""source_page"":""26"",""original_front"":""maximum une par jour"",""source_collection"":""Édito B1""}",au maximum,vocab.md,2026-08-24T15:44:29.228251+00:00,2026-08-31T14:21:10.439955+00:00,[]
1f2dae6814c34177997a09365d1fcea1,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,auprès (de),"Près de, à côté de ; sert aussi à indiquer l'interlocuteur d'une démarche (*se renseigner auprès de*).",,,26,,"{""back"":""Près de, à côté de ; sert aussi à indiquer l'interlocuteur d'une démarche (*se renseigner auprès de*)."",""front"":""auprès (de)"",""source_page"":""26"",""source_collection"":""Édito B1""}",aupres (de),vocab.md,2026-08-24T15:44:29.158672+00:00,2026-08-31T13:53:25.584683+00:00,[]
75ce819fdf8c4601b25c8624e36a7714,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,avertir quelqu’un de quelque chose,Informer quelqu’un d’un fait ou d’un problème à venir.,Je dois l’avertir de mon retard.,,26,,"{""back"":""Informer quelqu’un d’un fait ou d’un problème à venir."",""front"":""avertir quelqu’un de quelque chose"",""example"":""Je dois l’avertir de mon retard."",""source_page"":""26"",""original_front"":""avertir d'un retard"",""source_context"":""Elle a envoyé un message pour avertir d'un retard."",""source_collection"":""Édito B1""}",avertir quelqu’un de quelque chose,vocab.md,2026-08-24T15:44:29.37035+00:00,2026-08-31T14:21:10.727728+00:00,[]
1a8757c7db264566b6a26e05dfda9cea,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,avoir hâte de,Être impatient de faire quelque chose.,J’ai hâte de commencer mes vacances.,,26,,"{""back"":""Être impatient de faire quelque chose."",""front"":""avoir hâte de"",""example"":""J’ai hâte de commencer mes vacances."",""source_page"":""26"",""original_front"":""la hâte"",""source_collection"":""Édito B1""}",avoir hate de,vocab.md,2026-08-24T15:44:29.382604+00:00,2026-08-31T14:21:10.489494+00:00,[]
e78bd97b4baa4885ab89768611bab1e6,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,céder,"Laisser à autrui sa place, son tour, ou ce que l'on possède.",Cédez votre place aux personnes âgées.,,26,,"{""back"":""Laisser à autrui sa place, son tour, ou ce que l'on possède."",""front"":""céder"",""example"":""Cédez votre place aux personnes âgées."",""source_page"":""26"",""source_context"":""Cédez votre place aux personnes âgées."",""source_collection"":""Édito B1""}",ceder,vocab.md,2026-08-24T15:44:29.045207+00:00,2026-08-31T13:53:25.638399+00:00,[]
620e7e459cd54858b9db419f029d433d,108648163,058ce6c9637f47f6933a1f332e6de7e0,French::Édito B1::Livre,vocab,citoyen / citoyenne,Personne qui appartient à une nation et bénéficie de droits et assume des devoirs civiques.,Chaque citoyen peut participer à la vie démocratique.,,28,,"{""back"":""Personne qui appartient à une nation et bénéficie de droits et assume des devoirs civiques."",""front"":""citoyen / citoyenne"",""example"":""Chaque citoyen peut participer à la vie démocratique."",""source_page"":""28"",""original_front"":""citoyennes dès l'enfance"",""source_collection"":""Édito B1""}",citoyen / citoyenne,vocab.md,2026-08-24T15:44:29.504006+00:00,2026-08-31T14:21:10.349371+00:00,[]
